State,Institution,Type of Discrimination,Investigation Open Date
Pennsylvania,MUHLENBERG COLLEGE,Title IX - Sexual Harassment,2022-08-18
Pennsylvania,MUHLENBERG COLLEGE,Disability - Academic Adjustments,2022-08-18
Pennsylvania,MUHLENBERG COLLEGE,Disability - Academic Adjustments,2023-09-19
Pennsylvania,MUHLENBERG COLLEGE,Disability - Procedural Requirements,2022-11-21
Pennsylvania,PENN STATE UNIVERSITY,Title IX - Single Sex Campus Programs,2023-05-02
Pennsylvania,PENNSYLVANIA STATE UNIVERSITY,Title VI - Denial of Benefits,2023-12-07
Pennsylvania,PENNSYLVANIA STATE UNIVERSITY,Title VI - Retaliation,2023-12-07
Pennsylvania,PENNSYLVANIA STATE UNIVERSITY,Title IX - Denial of Benefits,2023-12-07
Pennsylvania,PENNSYLVANIA STATE UNIVERSITY,Title IX - Retaliation,2021-11-08
Pennsylvania,PENNSYLVANIA STATE UNIVERSITY,Title IX - Sexual Violence,2021-11-08
Pennsylvania,PENN STATE UNIVERSITY,Age - Others,2023-12-19
Pennsylvania,PENN STATE UNIVERSITY,Disability - Others,2023-12-19
Pennsylvania,PENN STATE UNIVERSITY,Title VI - Assignment of Students,2023-05-02
Pennsylvania,ROSEMONT COLLEGE,Disability - Academic Adjustments,2023-11-07
Pennsylvania,ROSEMONT COLLEGE,Disability - Non-Academic Services,2023-11-07
Pennsylvania,UNIVERSITY OF PENNSYLVANIA,Disability - Denial of Benefits,2023-11-21
Pennsylvania,STATE COLLEGE AREA SD,Title IX - Athletics,2024-01-18
Pennsylvania,STATE COLLEGE AREA SD,Title IX - Retaliation,2024-01-18
Pennsylvania,SWARTHMORE COLLEGE,Title IX - Procedural Requirements,2013-07-12
Pennsylvania,SWARTHMORE COLLEGE,Title IX - Retaliation,2013-07-12
Pennsylvania,SWARTHMORE COLLEGE,Title IX - Sexual Violence,2013-07-12
Pennsylvania,TEMPLE UNIVERSITY,Disability - Academic Adjustments,2023-12-13
Pennsylvania,TEMPLE UNIVERSITY,Title VI - National Origin Discrimination Involving Religion,2024-01-16
Pennsylvania,UNIVERSITY OF PENNSYLVANIA,Title VI - Admissions,2023-12-04
Pennsylvania,UNIVERSITY OF PENNSYLVANIA,Title VI - Denial of Benefits,2023-11-21
Pennsylvania,UNIVERSITY OF PENNSYLVANIA,Title IX - Athletics,2019-07-01
Pennsylvania,UNIVERSITY OF PENNSYLVANIA,Title IX - Athletics,2023-04-28
Pennsylvania,SWARTHMORE COLLEGE,Title IX - Single Sex Campus Programs,2023-12-15
Pennsylvania,SWARTHMORE COLLEGE,Title IX - Single Sex Scholarships,2023-12-15
Pennsylvania,UNIVERSITY OF PITTSBURGH,Disability - Disability Harassment,2023-02-09
Pennsylvania,UNIVERSITY OF PITTSBURGH,Disability - Retaliation,2023-02-09
Pennsylvania,UNIVERSITY OF PITTSBURGH,Title IX - Sexual Violence,2023-08-10
Pennsylvania,UNIVERSITY OF PITTSBURGH-JOHNSTOWN,Disability - Accessibility,2022-01-21
Pennsylvania,VALLEY FORGE MILITARY COLLEGE,Title IX - Sexual Violence,2015-04-23
Pennsylvania,VILLANOVA UNIVERSITY,Disability - Academic Adjustments,2022-06-07
Pennsylvania,VILLANOVA UNIVERSITY,Disability - Non-Academic Services,2022-06-07
Pennsylvania,VALLEY FORGE MILITARY COLLEGE,Title IX - Retaliation,2015-04-23
Pennsylvania,UNIVERSITY OF PENNSYLVANIA,Title IX - Single Sex Scholarships,2020-04-08
Pennsylvania,UNIVERSITY OF PENNSYLVANIA,Title IX - Single Sex Scholarships,2021-01-20
Pennsylvania,UNIVERSITY OF PENNSYLVANIA,Title IX - Single Sex Scholarships,2022-01-11
Pennsylvania,UNIVERSITY OF PENNSYLVANIA,Title IX - Sexual Harassment,2022-03-08
Pennsylvania,UNIVERSITY OF PENNSYLVANIA,Title IX - Single Sex Campus Programs,2020-04-08
Pennsylvania,UNIVERSITY OF PENNSYLVANIA,Title IX - Denial of Benefits,2019-07-01
Pennsylvania,UNIVERSITY OF PENNSYLVANIA,Title IX - Denial of Benefits,2020-04-08
Pennsylvania,UNIVERSITY OF PITTSBURGH,Disability - Academic Adjustments,2023-02-09
Pennsylvania,UNIVERSITY OF PITTSBURGH,Disability - Academic Adjustments,2023-10-12
Pennsylvania,UNIVERSITY OF THE ARTS,Disability - Accessibility,2022-03-22
Pennsylvania,YORK COLLEGE PENNSYLVANIA,Title IX - Sexual Violence,2022-06-06
Puerto Rico,INSTITUTO TECNOLOGICO DE PUERTO RICO,Age - Discrimination Prohibited,2020-06-04
Puerto Rico,INSTITUTO TECNOLOGICO DE PUERTO RICO,Disability - Academic Adjustments,2020-06-04
Puerto Rico,INSTITUTO TECNOLOGICO DE PUERTO RICO,Disability - Denial of Benefits,2020-06-04
Puerto Rico,PUERTO RICO DEPARTMENT OF EDUCATION,Age - Others,2020-05-29
Puerto Rico,INSTITUTO TECNOLOGICO DE PUERTO RICO,Disability - Retaliation,2020-06-04
Puerto Rico,UNIVERSIDAD DE PUERTO RICO,Title IX - Sexual Violence,2015-09-14
Puerto Rico,PUERTO RICO DEPARTMENT OF EDUCATION,Disability - Others,2020-05-29
Puerto Rico,PUERTO RICO DEPARTMENT OF EDUCATION,Disability - Retaliation,2020-05-29
Rhode Island,JOHNSON & WALES UNIVERSITY,Disability - Accessibility - Website/Online Courses,2022-05-23
Rhode Island,BROWN UNIVERSITY,Title IX - Single Sex Scholarships,2022-12-05
Rhode Island,BROWN UNIVERSITY,Disability - Academic Adjustments,2024-01-04
Rhode Island,BROWN UNIVERSITY,Disability - Accessibility - Website/Online Courses,2022-05-23
Rhode Island,BROWN UNIVERSITY,Disability - Retaliation,2024-01-04
Rhode Island,BROWN UNIVERSITY,Title VI - Denial of Benefits,2019-01-23
Rhode Island,BROWN UNIVERSITY,Title IX - Dissemination of Policy,2017-04-13
Rhode Island,BROWN UNIVERSITY,Title IX - Others,2022-12-05
Rhode Island,BROWN UNIVERSITY,Title IX - Procedural Requirements,2017-04-13
Rhode Island,BROWN UNIVERSITY,Title IX - Retaliation,2017-04-13
Rhode Island,BROWN UNIVERSITY,Title VI - National Origin Discrimination Involving Religion,2024-01-09
Rhode Island,BROWN UNIVERSITY,Title VI - Retaliation,2019-01-23
Rhode Island,BROWN UNIVERSITY,Title IX - Athletics,2017-05-09
Rhode Island,BROWN UNIVERSITY,Title IX - Sexual Harassment,2017-04-13
Rhode Island,BROWN UNIVERSITY,Title IX - Single Sex Campus Programs,2022-12-05
Rhode Island,RHODE ISLAND SCHOOL OF DESIGN,Title VI - National Origin Discrimination Involving Religion,2023-01-12
Rhode Island,RHODE ISLAND SCHOOL OF DESIGN,Title VI - Retaliation,2023-01-12
Rhode Island,UNIVERSITY OF RHODE ISLAND,Title IX - Single Sex Scholarships,2019-06-12
Rhode Island,UNIVERSITY OF RHODE ISLAND,Title IX - Single Sex Scholarships,2020-03-27
South Carolina,BOB JONES UNIVERSITY,Title IX - Sexual Harassment,2023-10-31
South Carolina,CHARLESTON SOUTHERN UNIVERSITY,Disability - Academic Adjustments,2022-10-17
South Carolina,CHARLESTON SOUTHERN UNIVERSITY,Disability - Procedural Requirements,2022-10-17
South Carolina,CITADEL MILITARY COLLEGE OF SOUTH CAROLINA,Title IX - Single Sex Campus Programs,2020-03-27
South Carolina,CITADEL MILITARY COLLEGE OF SOUTH CAROLINA,Title VI - Retaliation,2020-03-27
South Carolina,CITADEL MILITARY COLLEGE OF SOUTH CAROLINA,Title IX - Others,2020-03-27
South Carolina,COLLEGE OF CHARLESTON,Title IX - Single Sex Scholarships,2021-11-23
South Carolina,CONVERSE UNIVERSITY,Title VI - Racial Harassment,2023-05-09
South Carolina,CONVERSE UNIVERSITY,Title VI - Retaliation,2023-05-09
South Carolina,CLEMSON UNIVERSITY,Disability - Accessibility,2018-10-09
South Carolina,COASTAL CAROLINA UNIVERSITY,Title IX - Sexual Violence,2020-08-04
South Carolina,CITADEL MILITARY COLLEGE OF SOUTH CAROLINA,Title IX - Retaliation,2020-03-27
South Carolina,CITADEL MILITARY COLLEGE OF SOUTH CAROLINA,Title VI - Others,2020-03-27
South Carolina,FRANCIS MARION UNIVERSITY,Title IX - Sexual Violence,2019-04-29
South Carolina,FURMAN UNIVERSITY,Disability - Academic Adjustments,2023-11-06
South Carolina,FURMAN UNIVERSITY,Title VI - Denial of Benefits,2022-09-21
South Carolina,FURMAN UNIVERSITY,Title IX - Sexual Harassment,2022-09-21
South Carolina,FURMAN UNIVERSITY,Title IX - Sexual Violence,2022-09-21
South Carolina,GREENVILLE TECHNICAL COLLEGE,Disability - Denial of Benefits,2020-05-21
South Carolina,GREENVILLE TECHNICAL COLLEGE,Disability - Retaliation,2020-05-21
South Carolina,GREENVILLE TECHNICAL COLLEGE,Disability - Retaliation,2022-12-08
South Carolina,GREENVILLE TECHNICAL COLLEGE,Title IX - Others,2020-02-20
South Carolina,GREENVILLE TECHNICAL COLLEGE,Disability - Academic Adjustments,2022-12-08
South Carolina,HORRY-GEORGETOWN TECHNICAL COLLEGE,Age - Discrimination Prohibited,2022-12-05
South Carolina,HORRY-GEORGETOWN TECHNICAL COLLEGE,Disability - Academic Adjustments,2021-03-26
South Carolina,MEDICAL UNIVERSITY OF SOUTH CAROLINA,Disability - Denial of Benefits,2023-02-07
South Carolina,MEDICAL UNIVERSITY OF SOUTH CAROLINA,Disability - Disability Harassment,2023-04-19
South Carolina,HORRY-GEORGETOWN TECHNICAL COLLEGE,Title VI - Denial of Benefits,2022-12-05
South Carolina,HORRY-GEORGETOWN TECHNICAL COLLEGE,Title IX - Sexual Harassment,2022-12-05
South Carolina,MEDICAL UNIVERSITY OF SOUTH CAROLINA,Disability - Retaliation,2023-02-07
South Carolina,PIEDMONT TECHNICAL COLLEGE,Disability - Retaliation,2023-11-02
South Carolina,PIEDMONT TECHNICAL COLLEGE,Disability - Retaliation,2023-12-22
South Carolina,PIEDMONT TECHNICAL COLLEGE,Disability - Academic Adjustments,2023-11-02
South Carolina,PIEDMONT TECHNICAL COLLEGE,Disability - Academic Adjustments,2023-12-22
South Carolina,MEDICAL UNIVERSITY OF SOUTH CAROLINA,Disability - Retaliation,2023-04-19
South Carolina,MIDLANDS TECHNICAL COLLEGE,Title VI - Racial Harassment,2022-11-29
South Carolina,MORRIS COLLEGE,Disability - Academic Adjustments,2018-03-06
South Carolina,MORRIS COLLEGE,Disability - Procedural Requirements,2018-03-06
South Carolina,MORRIS COLLEGE,Disability - Retaliation,2018-03-06
South Carolina,NEWBERRY COLLEGE,Title VI - Denial of Benefits,2016-02-04
South Carolina,NEWBERRY COLLEGE,Title VI - Retaliation,2016-02-04
South Carolina,MORRIS COLLEGE,Disability - Discipline,2018-03-06
South Carolina,SOUTH CAROLINA STATE UNIVERSITY,Disability - Retaliation,2019-07-09
South Carolina,SOUTH CAROLINA TECHNICAL COLLEGE SYSTEM,Disability - Denial of Benefits,2022-10-17
South Carolina,SOUTH CAROLINA STATE UNIVERSITY,Disability - Academic Adjustments,2019-07-09
South Carolina,SOUTH CAROLINA STATE UNIVERSITY,Disability - Academic Adjustments,2019-07-17
South Carolina,SOUTH CAROLINA STATE UNIVERSITY,Disability - Accessibility,2019-07-17
South Carolina,SOUTH CAROLINA STATE UNIVERSITY,Disability - Denial of Benefits,2019-07-09
South Carolina,SOUTH CAROLINA STATE UNIVERSITY,Disability - Procedural Requirements,2019-07-09
South Carolina,UNIVERSITY OF SOUTH CAROLINA AT COLUMBIA,Disability - Academic Adjustments,2022-09-21
South Carolina,UNIVERSITY OF SOUTH CAROLINA AT COLUMBIA,Disability - Accessibility,2023-02-03
South Carolina,UNIVERSITY OF SOUTH CAROLINA AT COLUMBIA,Disability - Denial of Benefits,2022-09-21
South Carolina,UNIVERSITY OF SOUTH CAROLINA AT COLUMBIA,Disability - Denial of Benefits,2023-06-22
South Carolina,UNIVERSITY OF SOUTH CAROLINA AT COLUMBIA,Disability - Non-Academic Services,2022-09-21
South Carolina,UNIVERSITY OF SOUTH CAROLINA AT COLUMBIA,Disability - Retaliation,2023-06-22
South Carolina,UNIVERSITY OF SOUTH CAROLINA AT COLUMBIA,Title VI - Denial of Benefits,2017-11-06
South Carolina,UNIVERSITY OF SOUTH CAROLINA AT COLUMBIA,Title VI - Denial of Benefits,2023-10-06
South Carolina,UNIVERSITY OF SOUTH CAROLINA AT COLUMBIA,Title IX - Sexual Violence,2019-01-28
South Carolina,UNIVERSITY OF SOUTH CAROLINA AT SPARTANBURG,Disability - Academic Adjustments,2020-04-29
South Carolina,UNIVERSITY OF SOUTH CAROLINA UPSTATE,Age - Others,2020-05-07
South Carolina,WOFFORD COLLEGE,Title IX - Sexual Violence,2017-03-07
South Carolina,UNIVERSITY OF SOUTH CAROLINA AT COLUMBIA,Title VI - Racial Harassment,2023-10-27
South Carolina,UNIVERSITY OF SOUTH CAROLINA AT COLUMBIA,Title VI - Retaliation,2017-11-06
South Carolina,UNIVERSITY OF SOUTH CAROLINA AT COLUMBIA,Title IX - Denial of Benefits,2023-10-06
South Carolina,UNIVERSITY OF SOUTH CAROLINA AT COLUMBIA,Title IX - Procedural Requirements,2022-06-03
South Carolina,UNIVERSITY OF SOUTH CAROLINA AT COLUMBIA,Title IX - Retaliation,2019-01-28
South Carolina,UNIVERSITY OF SOUTH CAROLINA AT COLUMBIA,Title IX - Sexual Harassment,2022-06-03
South Dakota,SOUTH DAKOTA STATE UNIVERSITY,Title VI - Others,2023-07-10
South Dakota,UNIVERSITY OF SOUTH DAKOTA,Title IX - Single Sex Campus Programs,2023-12-21
South Dakota,UNIVERSITY OF SOUTH DAKOTA,Title IX - Single Sex Scholarships,2020-07-08
Tennessee,CHATTANOOGA STATE COMMUNITY COLLEGE,Title VI - Retaliation,2017-09-01
Tennessee,BAPTIST HEALTH SCIENCES UNIVERSITY,Age - Discrimination Prohibited,2023-09-07
Tennessee,BAPTIST HEALTH SCIENCES UNIVERSITY,Disability - Academic Adjustments,2023-09-07
Tennessee,BELMONT UNIVERSITY,Disability - Denial of Benefits,2023-03-08
Tennessee,CHATTANOOGA STATE COMMUNITY COLLEGE,Disability - Others,2023-01-11
Tennessee,CHATTANOOGA STATE COMMUNITY COLLEGE,Title VI - Denial of Benefits,2017-09-01
Tennessee,CHATTANOOGA STATE COMMUNITY COLLEGE,Title VI - Denial of Benefits,2022-11-22
Tennessee,BELMONT UNIVERSITY,Title IX - Sexual Harassment,2023-03-08
Tennessee,BETHEL UNIVERSITY,Disability - Academic Adjustments,2021-07-15
Tennessee,BETHEL UNIVERSITY,Disability - Retaliation,2021-07-15
Tennessee,BELMONT UNIVERSITY,Title IX - Retaliation,2023-03-08
Tennessee,EAST TENNESSEE STATE UNIVERSITY,Disability - Academic Adjustments,2023-11-30
Tennessee,EAST TENNESSEE STATE UNIVERSITY,Disability - Treatment of Postsecondary Students,2016-09-01
Tennessee,EAST TENNESSEE STATE UNIVERSITY,Title VI - Others,2023-11-30
Tennessee,EAST TENNESSEE STATE UNIVERSITY,Title VI - Retaliation,2023-11-30
Tennessee,EAST TENNESSEE STATE UNIVERSITY,Title IX - Retaliation,2018-09-10
Tennessee,EAST TENNESSEE STATE UNIVERSITY,Title IX - Sexual Harassment,2018-09-10
Tennessee,LINCOLN MEMORIAL UNIVERSITY,Title IX - Sexual Harassment,2017-09-28
Tennessee,LINCOLN MEMORIAL UNIVERSITY,Title IX - Sexual Violence,2017-09-15
Tennessee,LINCOLN TECHNICAL INSTITUTE,Disability - Accessibility,2023-01-16
Tennessee,MEHARRY COLLEGE,Title VI - Denial of Benefits,2023-05-09
Tennessee,MEHARRY COLLEGE,Title IX - Others,2023-05-09
Tennessee,MEHARRY COLLEGE,Disability - Academic Adjustments,2022-09-30
Tennessee,MEHARRY COLLEGE,Disability - Procedural Requirements,2022-09-30
Tennessee,MARYVILLE COLLEGE,Disability - Accessibility,2018-01-30
Tennessee,MARYVILLE COLLEGE,Title IX - Athletics,2018-01-30
Tennessee,PELLISSIPPI STATE COMMUNITY COLLEGE,Disability - Accessibility,2014-03-20
Tennessee,MIDDLE TENNESSEE STATE UNIVERSITY,Title IX - Single Sex Scholarships,2020-08-03
Tennessee,MIDDLE TENNESSEE STATE UNIVERSITY,Title IX - Athletics,2016-03-08
Tennessee,MOTLOW STATE COMMUNITY COLLEGE,Title IX - Athletics,2013-09-20
Tennessee,RHODES COLLEGE,Title IX - Procedural Requirements,2016-06-01
Tennessee,RHODES COLLEGE,Title IX - Sexual Harassment,2018-10-19
Tennessee,RHODES COLLEGE,Title IX - Retaliation,2018-10-19
Tennessee,ROANE STATE COMMUNITY COLLEGE-OAK RIDGE,Disability - Academic Adjustments,2023-06-26
Tennessee,RHODES COLLEGE,Title IX - Sexual Violence,2016-06-01
Tennessee,SOUTHWEST TENNESSEE COMMUNITY COLLEGE,Title IX - Procedural Requirements,2016-02-12
Tennessee,SOUTHWEST TENNESSEE COMMUNITY COLLEGE,Title IX - Retaliation,2016-02-12
Tennessee,SOUTH COLLEGE SCHOOL OF PHARMACY,Disability - Academic Adjustments,2021-09-22
Tennessee,SOUTHERN COLLEGE OF OPTOMETRY,Disability - Denial of Benefits,2023-05-09
Tennessee,SOUTHERN ADVENTIST UNIVERSITY,Disability - Procedural Requirements,2023-03-29
Tennessee,SOUTHERN ADVENTIST UNIVERSITY,Disability - Academic Adjustments,2023-03-29
Tennessee,SOUTHERN ADVENTIST UNIVERSITY,Disability - Denial of Benefits,2023-08-04
Tennessee,SOUTHERN ADVENTIST UNIVERSITY,Title VI - Denial of Benefits,2023-03-29
Tennessee,SOUTH COLLEGE,Disability - Retaliation,2021-12-03
Tennessee,SOUTHWEST TENNESSEE COMMUNITY COLLEGE,Title IX - Sexual Violence,2016-02-12
Tennessee,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY,Title VI - National Origin Discrimination Involving Religion,2023-05-30
Tennessee,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY,Title VI - Racial Harassment,2023-05-30
Tennessee,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY,Title VI - Denial of Benefits,2023-05-30
Tennessee,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY,Title IX - Sexual Harassment,2023-05-30
Tennessee,TENNESSEE TECHNOLOGICAL UNIVERSITY,Title IX - Single Sex Campus Programs,2023-05-16
Tennessee,TENNESSEE STATE UNIVERSITY,Title IX - Denial of Benefits,2015-10-22
Tennessee,TENNESSEE STATE UNIVERSITY,Title IX - Retaliation,2015-10-22
Tennessee,TENNESSEE STATE UNIVERSITY,Title IX - Retaliation,2022-06-09
Tennessee,TENNESSEE STATE UNIVERSITY,Title IX - Athletics,2022-06-09
Tennessee,UNIVERSITY OF TENNESSEE  CHATTANOOGA,Title IX - Procedural Requirements,2014-12-05
Tennessee,UNIVERSITY OF TENNESSEE  CHATTANOOGA,Title IX - Sexual Violence,2014-12-05
Tennessee,TUSCULUM COLLEGE,Disability - Disability Harassment,2023-01-11
Tennessee,UNIVERSITY OF TENNESSEE,Title IX - Single Sex Scholarships,2020-06-18
Tennessee,TUSCULUM COLLEGE,Title IX - Procedural Requirements,2019-04-01
Tennessee,TUSCULUM COLLEGE,Title VI - Racial Harassment,2023-01-11
Tennessee,TUSCULUM COLLEGE,Title IX - Retaliation,2019-04-01
Tennessee,UNIVERSITY OF TENNESSEE  CHATTANOOGA,Title IX - Sexual Violence,2018-10-22
Tennessee,VANDERBILT UNIVERSITY,Disability - Service Animal,2023-12-11
Texas,ALAMO COLLEGES DISTRICT - ST. PHILIPS COLLEGE MLK,Disability - Accessibility,2021-12-06
Texas,ALAMO COLLEGES DISTRICT ST. PHILIP'S COLLEGE SWC,Title VI - Denial of Benefits,2024-01-04
Texas,ALAMO COLLEGES DISTRICT ST. PHILIP'S COLLEGE SWC,Title VI - Racial Harassment,2024-01-04
Texas,ALAMO COLLEGES DISTRICT ST. PHILIP'S COLLEGE SWC,Title VI - Retaliation,2024-01-04
Texas,ALAMO COLLEGES DISTRICT,Disability - Accessibility,2021-12-06
Texas,AOMA GRADUATE SCHOOL OF INTEGRATIVE MEDICINE,Title IX - Retaliation,2024-01-19
Texas,AOMA GRADUATE SCHOOL OF INTEGRATIVE MEDICINE,Title IX - Sexual Harassment,2024-01-19
Texas,ANGELO STATE UNIVERSITY,Disability - Academic Adjustments,2023-04-18
Texas,ANGELO STATE UNIVERSITY,Disability - Denial of Benefits,2023-04-18
Texas,BAYLOR COLLEGE OF MEDICINE,Title VI - Others,2022-09-13
Texas,BAYLOR COLLEGE OF MEDICINE,Title IX - Others,2022-09-13
Texas,BAYLOR UNIVERSITY,Age - Discrimination Prohibited,2021-08-13
Texas,BAYLOR UNIVERSITY,Disability - Academic Adjustments,2023-09-05
Texas,BAYLOR UNIVERSITY,Disability - Denial of Benefits,2022-01-25
Texas,BAYLOR UNIVERSITY,Title IX - Sexual Harassment,2018-04-02
Texas,BAYLOR UNIVERSITY,Title IX - Sexual Harassment,2023-04-07
Texas,BAYLOR UNIVERSITY,Title IX - Sexual Violence,2016-10-18
Texas,BAYLOR UNIVERSITY,Title IX - Sexual Violence,2020-03-30
Texas,BAYLOR UNIVERSITY,Title IX - Others,2023-04-07
Texas,BAYLOR UNIVERSITY,Title IX - Procedural Requirements,2020-03-30
Texas,BAYLOR UNIVERSITY,Title IX - Retaliation,2018-04-02
Texas,BAYLOR UNIVERSITY,Title IX - Retaliation,2021-06-16
Texas,BAYLOR UNIVERSITY,Disability - Disability Harassment,2021-06-16
Texas,BAYLOR UNIVERSITY,Title VI - Admissions,2021-08-13
Texas,BAYLOR UNIVERSITY,Title IX - Denial of Benefits,2021-06-16
Texas,BAYLOR UNIVERSITY,Title IX - Denial of Benefits,2023-04-07
Texas,BAYLOR UNIVERSITY,Title IX - Others,2021-08-13
Texas,BLINN COLLEGE DISTRICT,Title IX - Athletics,2023-02-16
Texas,COLLEGE OF HEALTH CARE PROFESSIONS-NW HOUSTON,Disability - Accessibility - Website/Online Courses,2022-05-23
Texas,COLEMAN COLLEGE FOR HEALTH SCIENCE - HOUSTON CC,Disability - Disability Harassment,2022-09-07
Texas,COLLIN COLLEGE - FRISCO CAMPUS - PRESTON RIDGE,Disability - Academic Adjustments,2023-12-27
Texas,DEL MAR COLLEGE,Title IX - Denial of Benefits,2015-03-19
Texas,HOUSTON BAPTIST UNIVERSITY IS NOW HOUSTON CHRISTIAN UNIVERSITY AS OF 2023,Disability - Accessibility - Website/Online Courses,2022-05-23
Texas,HOUSTON COMMUNITY COLLEGE - CENTRAL CAMPUS,Disability - Academic Adjustments,2023-03-09
Texas,HILL COLLEGE- GLEN ROSE,Disability - Disability Harassment,2017-04-18
Texas,HILL COLLEGE- GLEN ROSE,Disability - Retaliation,2017-04-18
Texas,HILL COLLEGE- GLEN ROSE,Title IX - Retaliation,2017-04-18
Texas,HILL COLLEGE- GLEN ROSE,Title IX - Sexual Harassment,2017-04-18
Texas,LETOURNEAU UNIVERSITY,Disability - Denial of Benefits,2022-02-18
Texas,LETOURNEAU UNIVERSITY,Title IX - Sexual Violence,2022-12-23
Texas,LONE STAR COLLEGE - CY-FAIR,Title IX - Others,2020-09-24
Texas,LONE STAR COLLEGE - NORTH HARRIS,Title IX - Others,2020-09-24
Texas,LONE STAR COLLEGE - UNIVERSITY PARK,Title IX - Others,2020-09-24
Texas,OUR LADY OF THE LAKE UNIVERSITY - SAN ANTONIO,Disability - Academic Adjustments,2016-01-22
Texas,OUR LADY OF THE LAKE UNIVERSITY - SAN ANTONIO,Disability - Denial of Benefits,2022-05-23
Texas,OUR LADY OF THE LAKE UNIVERSITY - SAN ANTONIO,Title IX - Procedural Requirements,2016-01-22
Texas,OUR LADY OF THE LAKE UNIVERSITY - SAN ANTONIO,Title IX - Retaliation,2016-01-22
Texas,PARKER UNIVERSITY,Disability - Academic Adjustments,2023-09-05
Texas,PARKER UNIVERSITY,Disability - Retaliation,2023-09-05
Texas,RICE UNIVERSITY,Disability - Academic Adjustments,2023-08-15
Texas,RICE UNIVERSITY,Disability - Retaliation,2023-08-15
Texas,RICE UNIVERSITY,Title IX - Single Sex Campus Programs,2019-07-30
Texas,SAM HOUSTON STATE UNIVERSITY,Title IX - Retaliation,2023-06-15
Texas,SAM HOUSTON STATE UNIVERSITY,Title IX - Sexual Harassment,2023-06-15
Texas,SAINT EDWARD'S UNIVERSITY,Disability - Academic Adjustments,2022-08-31
Texas,SAM HOUSTON STATE UNIVERSITY,Disability - FAPE,2023-06-15
Texas,SAM HOUSTON STATE UNIVERSITY,Title VI - Denial of Benefits,2023-06-15
Texas,SAM HOUSTON STATE UNIVERSITY,Title VI - Racial Harassment,2022-03-22
Texas,SAM HOUSTON STATE UNIVERSITY,Title VI - Retaliation,2022-03-22
Texas,SOUTHERN METHODIST UNIVERSITY,Disability - Denial of Benefits,2021-09-10
Texas,SOUTHERN METHODIST UNIVERSITY,Title IX - Single Sex Scholarships,2022-05-18
Texas,SOUTHWESTERN UNIVERSITY,Title IX - Procedural Requirements,2016-02-18
Texas,SOUTHWESTERN UNIVERSITY,Title IX - Sexual Violence,2016-02-18
Texas,SOUTHWESTERN UNIVERSITY,Title IX - Dissemination of Policy,2016-02-18
Texas,SOUTH TEXAS COLLEGE,Disability - Academic Adjustments,2022-10-27
Texas,TEXAS A & M UNIVERSITY - MAIN CAMPUS,Disability - Accessibility,2022-06-02
Texas,TEXAS A & M UNIVERSITY - MAIN CAMPUS,Disability - Denial of Benefits,2022-12-16
Texas,TEXAS A & M UNIVERSITY - MAIN CAMPUS,Disability - Non-Academic Services,2022-12-16
Texas,TEXAS A & M UNIVERSITY - MAIN CAMPUS,Disability - Non-Academic Services,2023-04-27
Texas,TEXAS A & M UNIVERSITY - MAIN CAMPUS,Disability - Retaliation,2021-11-29
Texas,TEXAS A & M UNIVERSITY - MAIN CAMPUS,Title IX - GT/STEM/CTE,2022-08-26
Texas,TEXAS A & M UNIVERSITY - MAIN CAMPUS,Title IX - Retaliation,2022-06-02
Texas,TEXAS A & M UNIVERSITY - MAIN CAMPUS,Title IX - Sexual Harassment,2021-11-29
Texas,TEXAS A & M UNIVERSITY - MAIN CAMPUS,Title IX - Sexual Harassment,2023-04-27
Texas,TEXAS A & M UNIVERSITY - MAIN CAMPUS,Title IX - Sexual Violence,2021-11-23
Texas,TEXARKANA COLLEGE,Title IX - Sexual Harassment,2021-03-17
Texas,TEXAS A & M INTERNATIONAL UNIVERSITY,Disability - Non-Academic Services,2023-03-16
Texas,TEXAS A & M UNIVERSITY - GALVESTON CAMPUS,Title VI - Denial of Benefits,2022-09-19
Texas,TARLETON STATE UNIVERSITY,Disability - Denial of Benefits,2023-06-14
Texas,TARLETON STATE UNIVERSITY,Title VI - Denial of Benefits,2023-06-14
Texas,TARRANT COUNTY COLLEGE - NORTHEAST CAMPUS,Title VI - Racial Harassment,2022-06-09
Texas,TEXAS A & M UNIVERSITY - MAIN CAMPUS,Disability - Retaliation,2022-06-02
Texas,TEXAS A & M UNIVERSITY - MAIN CAMPUS,Disability - Treatment of Postsecondary Students,2023-12-06
Texas,TEXAS A & M UNIVERSITY - MAIN CAMPUS,Title VI - Denial of Benefits,2022-11-29
Texas,TEXAS A & M UNIVERSITY - MAIN CAMPUS,Title VI - Retaliation,2022-11-29
Texas,TEXAS A & M UNIVERSITY - MAIN CAMPUS,Disability - Academic Adjustments,2022-06-02
Texas,TEXAS A & M UNIVERSITY - MAIN CAMPUS,Disability - Accessibility,2021-11-29
Texas,TEXAS A & M UNIVERSITY - MAIN CAMPUS,Title IX - Single Sex Campus Programs,2022-08-26
Texas,TEXAS A AND M UNIVERSITY - COMMERCE,Title VI - Denial of Benefits,2021-11-03
